Clase_0,Clase_1,Clase_2,Clase_3,Clase_4,Clase_5,Clase_6,Clase_7,Clase_8,Clase_9,Clase_10,Clase_11,Clase_12,Clase_13,Clase_14,Clase_15,Clase_16,Clase_17,Clase_18,Clase_19,Clase_20,Clase_21,Clase_22,Clase_23,Clase_24,Clase_25,Clase_26,Clase_27,Clase_28,Clase_29,Clase_30,Clase_31,Clase_32,Clase_33,Clase_34,Clase_35,Clase_36,Clase_37,Clase_38,Clase_39,Clase_40,Clase_41,Clase_42,Clase_43,Clase_44,Clase_45,Clase_46,Clase_47,Clase_48
0.6835825,0.002882056,1.6534107e-06,0.00036044855,0.0008726846,0.0067435903,0.00012067149,0.0012474668,8.008658e-05,0.009239878,4.4545064e-05,0.053077426,0.00015160328,4.297444e-06,0.00029772308,0.0035527803,0.004143767,0.00041993192,3.2920686e-06,0.00043911644,9.327358e-05,0.019211072,0.004176608,0.0019663097,0.0019928464,0.00038276517,1.0425897e-05,0.00038234706,3.505998e-05,0.013561521,5.8493883e-05,0.004613876,2.3492164e-05,0.036192905,0.020776287,0.009233029,2.0505868e-05,3.6033427e-05,0.001827831,0.0004215984,0.04908294,0.0064865802,0.041742068,1.3094064e-05,0.013994815,0.0027113631,0.00038250626,0.0027961857,0.00050873146
0.5458564,0.0010473278,0.00018337656,0.009369376,4.3928605e-05,0.0022613243,0.00026173334,0.0016747826,0.0035645415,0.005988722,7.167658e-05,0.022940123,0.06695809,0.00018480317,0.14385128,0.0052656047,0.0053051016,0.00030593804,0.0002718167,0.018149901,0.0020572692,0.0015526876,0.00057586475,7.648509e-05,0.0007388687,0.019365434,5.1854073e-05,8.40022e-05,0.000629362,0.042206198,7.665129e-05,0.04450117,0.0005316677,0.003291601,0.017325679,0.001061414,1.3581997e-05,0.0015488188,0.0048268684,0.003144497,0.0042802957,0.0023780125,0.0042265677,8.550441e-05,0.005980344,0.0025581408,0.001456978,0.0010005521,0.0008176831
0.12679571,0.002000382,0.0076977285,0.0008352176,9.153015e-05,0.028196232,3.328031e-05,0.009699576,0.000480814,0.07402127,0.002009061,0.13509081,0.01923513,1.8796509e-05,0.00093077024,0.0022221284,0.0013581053,0.020414455,0.0019506583,0.0026166595,0.00014052911,0.0016885364,0.0024346982,0.00018207528,0.29181486,0.093215525,7.777518e-06,0.00066682766,1.515224e-05,0.013036505,0.00026703815,0.09725226,0.0001277086,0.00423413,0.00163036,0.00017457662,0.00047111488,0.0018799468,0.01785058,0.005789001,0.0017422078,0.0013497552,0.013717333,0.00020355509,0.009869318,0.00043278027,0.00010447705,0.0026108841,0.0013921966
0.18164642,1.1816248e-07,6.419326e-11,3.447086e-05,0.00027474586,4.806756e-06,9.8624554e-08,1.4562434e-06,2.7643448e-06,1.0978368e-06,2.8482534e-08,7.351069e-07,1.6222027e-07,8.356171e-11,7.010309e-06,4.5208035e-06,2.8906954e-05,2.9205725e-05,5.5062888e-09,9.685632e-09,7.702517e-07,2.624366e-07,0.6739439,0.0010148496,0.00070162496,4.5038338e-05,5.6500987e-08,2.6705345e-06,1.14378285e-08,1.28206075e-05,2.0790004e-07,4.3752305e-05,4.1839632e-10,0.12758751,2.8453757e-08,2.3978517e-05,5.9361795e-08,2.9323999e-09,9.361735e-11,6.062376e-08,2.736679e-06,0.0013392228,0.00021425428,6.311586e-08,0.00032724757,0.012701403,7.3439836e-09,8.6138647e-07,1.4439864e-08
0.8900599,0.0004933587,3.9180522e-06,0.00015240225,0.0010311556,0.00041351517,0.00036315148,0.00011406479,0.0046274066,0.010778376,0.0038320224,6.5586966e-05,0.00074307306,4.973536e-05,0.00021632838,0.006527426,0.010684427,0.00055300264,2.2723128e-05,2.3334249e-05,0.011454957,0.0010208625,0.005356676,0.023875473,0.0024212059,0.0018898149,0.00060744263,9.2602295e-06,1.392449e-06,0.0012871136,5.3350876e-05,0.004233677,0.00010632342,0.0022768641,0.0060106176,0.00017683422,2.4467916e-05,0.00017125178,0.00018069035,0.00048951,0.0019826952,0.0015905232,0.00068958447,0.0011996531,0.0014260078,0.00051228295,5.8886244e-06,4.5957063e-06,0.00018622226
0.99102694,8.151338e-06,1.298393e-09,2.3982184e-07,3.2917598e-07,1.7428203e-05,5.6386526e-08,6.672327e-08,1.0429414e-06,0.00019380689,0.00013663994,2.7489625e-07,5.9233093e-07,4.4941302e-07,3.573567e-05,0.00012890232,1.09412944e-07,0.0027760116,1.438868e-06,3.066327e-07,8.6860666e-05,1.5570815e-06,4.6073313e-07,1.8413559e-05,0.0047627236,5.2383034e-06,1.2772983e-05,3.7002398e-08,2.3229945e-09,5.6504712e-05,8.766779e-06,1.2969074e-06,5.404044e-06,8.6307096e-05,1.8556153e-07,9.314347e-05,9.582602e-06,8.526291e-08,7.2239335e-09,9.6487e-06,3.7510442e-06,2.2233933e-06,5.504896e-05,6.958618e-06,0.00042835943,1.5837913e-05,1.5357111e-08,7.4970413e-10,2.1969083e-07
0.9111825,7.13118e-05,8.797106e-08,6.9016164e-06,6.832125e-05,0.0041179024,3.3106028e-07,1.7214981e-05,2.8325054e-05,6.109822e-05,2.0355246e-05,9.178649e-05,3.9262977e-05,2.2156423e-06,6.885474e-05,0.00047632804,0.0001744967,2.6013262e-05,4.3384098e-08,5.1570723e-06,9.7680495e-05,0.00023351153,0.0034800034,4.3116474e-05,0.00015862912,0.0007728549,2.4096898e-06,4.638031e-06,1.4809349e-07,0.02726895,4.7376587e-05,0.0018194735,5.3654735e-06,0.022079151,0.013709904,0.0006858699,0.00012937786,0.00015850361,3.3272296e-05,2.402013e-06,0.010701623,3.0651274e-06,3.1345622e-05,6.297167e-06,0.0016223952,0.00033645256,2.7699095e-06,6.078794e-06,9.8995675e-05
0.5697928,0.00025406986,5.7181113e-09,0.040524006,9.72275e-06,0.0009883428,0.00027626,0.00023476005,6.775209e-06,2.5016341e-05,1.5542054e-07,0.0020414395,8.758195e-06,2.5612883e-07,0.0019352585,0.00052642566,5.39022e-05,8.858185e-05,5.693481e-06,0.003993889,3.4151424e-06,0.0014947916,6.528222e-05,1.1661806e-05,0.0005898806,0.00017007593,3.690115e-06,0.0022296687,2.117799e-05,0.0009076327,7.030716e-05,0.0012394859,6.659144e-07,0.34499124,0.0002876442,8.8749104e-05,4.4978253e-07,0.0006064975,1.0335074e-06,1.8847046e-06,0.0005581156,0.0016984195,0.0009335025,2.4158164e-06,0.00049271353,0.021155147,0.0015259945,6.842594e-05,1.38449595e-05
0.7286922,0.00025907258,2.2179841e-10,0.0004301644,1.858286e-05,0.0031990022,1.6536444e-06,0.0003823875,4.130424e-08,1.651927e-05,2.873288e-07,0.00021487092,1.1414037e-06,8.067301e-09,7.933501e-05,0.0010036003,1.8046244e-06,2.3877164e-05,1.3118445e-08,6.147771e-07,1.3035351e-06,0.0236899,0.0019610256,6.0141272e-05,0.0007518032,0.00047389392,8.844145e-06,0.014616033,0.0001415275,0.020465475,0.00060328655,0.0034844244,9.5163564e-08,0.11874585,3.7643164e-05,0.01913179,3.3598037e-05,3.331981e-06,3.735964e-08,1.2463008e-08,0.008506718,3.6776422e-05,0.0067301965,5.9970997e-05,0.009615636,0.03404169,5.0244375e-06,0.002367823,0.00010103061
0.9992557,1.2257211e-06,3.1218678e-10,7.788149e-07,1.0324782e-05,4.9665814e-06,4.9212923e-09,3.7225764e-08,5.7187873e-07,3.1255877e-05,1.7946214e-06,5.51759e-06,2.2797944e-06,1.459556e-09,1.872494e-05,3.5632188e-06,6.6525836e-06,1.1108956e-06,3.585269e-08,7.43216e-08,5.5653004e-06,1.3930345e-05,4.6035375e-06,1.1613104e-07,2.2703207e-05,0.00013469864,1.8058184e-08,4.1625956e-08,9.289463e-12,3.3433385e-05,2.0418715e-07,0.00011464008,2.5486967e-08,0.00025345755,1.1604658e-05,4.5854235e-06,1.1409511e-07,1.7093217e-06,9.661246e-08,4.3402474e-07,2.719856e-06,2.1830995e-06,1.1625149e-05,5.172237e-07,3.3215463e-05,2.5574989e-06,7.768954e-08,7.789698e-08,2.0563479e-07
